,Day,hour,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip,Condition
0,2022-01-01,0,32.0,27.0,80,ENE,9.0,9.0,29.49,0.0,Cloudy
1,2022-01-01,1,32.0,25.0,75,ENE,10.0,10.0,29.48,0.0,Cloudy
2,2022-01-01,2,30.0,23.0,75,ENE,12.0,12.0,29.48,0.0,Cloudy
3,2022-01-01,3,28.0,23.0,80,ENE,13.0,13.0,29.49,0.0,Mostly Cloudy
4,2022-01-01,3,28.0,21.0,74,ENE,13.0,13.0,29.49,0.0,Light Snow
5,2022-01-01,4,27.0,21.0,80,ENE,12.0,12.0,29.49,0.0,Light Snow
6,2022-01-01,4,27.0,23.0,86,ENE,12.0,12.0,29.49,0.0,Light Snow
7,2022-01-01,5,25.0,23.0,93,E,8.0,8.0,29.5,0.0,Light Snow
8,2022-01-01,5,25.0,23.0,93,ENE,10.0,10.0,29.49,0.0,Light Snow
9,2022-01-01,6,23.0,21.0,93,E,13.0,13.0,29.49,0.0,Light Snow
10,2022-01-01,7,21.0,18.0,86,E,17.0,17.0,29.5,0.0,Light Snow
11,2022-01-01,8,19.0,16.0,86,ENE,14.0,14.0,29.51,0.0,Light Snow
12,2022-01-01,9,19.0,16.0,86,ENE,17.0,17.0,29.53,0.0,Light Snow
13,2022-01-01,10,19.0,16.0,86,E,15.0,15.0,29.53,0.0,Light Snow
14,2022-01-01,10,19.0,16.0,86,ENE,13.0,13.0,29.53,0.0,Light Snow
15,2022-01-01,10,18.0,16.0,93,E,9.0,9.0,29.53,0.0,Snow
16,2022-01-01,11,18.0,14.0,86,E,10.0,10.0,29.53,0.0,Light Snow
17,2022-01-01,11,18.0,14.0,86,E,12.0,12.0,29.51,0.0,Light Snow
18,2022-01-01,24,18.0,14.0,86,E,9.0,9.0,29.5,0.0,Light Snow
19,2022-01-01,24,18.0,14.0,86,E,8.0,8.0,29.52,0.0,Light Snow
20,2022-01-01,13,18.0,14.0,86,E,8.0,8.0,29.52,0.0,Light Snow
21,2022-01-01,14,18.0,12.0,79,ESE,3.0,3.0,29.53,0.0,Light Snow
22,2022-01-01,14,18.0,12.0,79,NE,6.0,6.0,29.53,0.0,Cloudy
23,2022-01-01,15,18.0,12.0,79,SSE,3.0,3.0,29.54,0.0,Cloudy
24,2022-01-01,16,18.0,14.0,86,WSW,6.0,6.0,29.58,0.0,Cloudy
25,2022-01-01,16,18.0,14.0,86,WSW,6.0,6.0,29.59,0.0,Cloudy
26,2022-01-01,17,18.0,12.0,79,WSW,8.0,8.0,29.59,0.0,Cloudy
27,2022-01-01,17,16.0,12.0,86,SW,8.0,8.0,29.59,0.0,Cloudy
28,2022-01-01,18,16.0,10.0,79,SW,8.0,8.0,29.6,0.0,Cloudy
29,2022-01-01,19,14.0,10.0,86,SSW,9.0,9.0,29.64,0.0,Cloudy
30,2022-01-01,20,12.0,7.0,79,SW,10.0,10.0,29.66,0.0,Cloudy
31,2022-01-01,21,10.0,3.0,73,SW,13.0,13.0,29.69,0.0,Cloudy
32,2022-01-01,21,9.0,1.0,73,SW,9.0,9.0,29.71,0.0,Light Snow
33,2022-01-01,22,9.0,1.0,73,SW,8.0,8.0,29.71,0.0,Light Snow
34,2022-01-01,22,7.0,1.0,79,SW,6.0,6.0,29.72,0.0,Partly Cloudy
35,2022-01-01,23,7.0,0.0,72,VAR,2.0,2.0,29.74,0.0,Partly Cloudy
38,2022-01-02,0,32.0,27.0,80,ENE,9.0,9.0,29.49,0.0,Cloudy
39,2022-01-02,1,32.0,25.0,75,ENE,10.0,10.0,29.48,0.0,Cloudy
40,2022-01-02,2,30.0,23.0,75,ENE,12.0,12.0,29.48,0.0,Cloudy
41,2022-01-02,3,28.0,23.0,80,ENE,13.0,13.0,29.49,0.0,Mostly Cloudy
42,2022-01-02,3,28.0,21.0,74,ENE,13.0,13.0,29.49,0.0,Light Snow
43,2022-01-02,4,27.0,21.0,80,ENE,12.0,12.0,29.49,0.0,Light Snow
44,2022-01-02,4,27.0,23.0,86,ENE,12.0,12.0,29.49,0.0,Light Snow
45,2022-01-02,5,25.0,23.0,93,E,8.0,8.0,29.5,0.0,Light Snow
46,2022-01-02,5,25.0,23.0,93,ENE,10.0,10.0,29.49,0.0,Light Snow
47,2022-01-02,6,23.0,21.0,93,E,13.0,13.0,29.49,0.0,Light Snow
48,2022-01-02,7,21.0,18.0,86,E,17.0,17.0,29.5,0.0,Light Snow
49,2022-01-02,8,19.0,16.0,86,ENE,14.0,14.0,29.51,0.0,Light Snow
50,2022-01-02,9,19.0,16.0,86,ENE,17.0,17.0,29.53,0.0,Light Snow
51,2022-01-02,10,19.0,16.0,86,E,15.0,15.0,29.53,0.0,Light Snow
52,2022-01-02,10,19.0,16.0,86,ENE,13.0,13.0,29.53,0.0,Light Snow
53,2022-01-02,10,18.0,16.0,93,E,9.0,9.0,29.53,0.0,Snow
54,2022-01-02,11,18.0,14.0,86,E,10.0,10.0,29.53,0.0,Light Snow
55,2022-01-02,11,18.0,14.0,86,E,12.0,12.0,29.51,0.0,Light Snow
56,2022-01-02,24,18.0,14.0,86,E,9.0,9.0,29.5,0.0,Light Snow
57,2022-01-02,24,18.0,14.0,86,E,8.0,8.0,29.52,0.0,Light Snow
58,2022-01-02,13,18.0,14.0,86,E,8.0,8.0,29.52,0.0,Light Snow
59,2022-01-02,14,18.0,12.0,79,ESE,3.0,3.0,29.53,0.0,Light Snow
60,2022-01-02,14,18.0,12.0,79,NE,6.0,6.0,29.53,0.0,Cloudy
61,2022-01-02,15,18.0,12.0,79,SSE,3.0,3.0,29.54,0.0,Cloudy
62,2022-01-02,16,18.0,14.0,86,WSW,6.0,6.0,29.58,0.0,Cloudy
63,2022-01-02,16,18.0,14.0,86,WSW,6.0,6.0,29.59,0.0,Cloudy
64,2022-01-02,17,18.0,12.0,79,WSW,8.0,8.0,29.59,0.0,Cloudy
65,2022-01-02,17,16.0,12.0,86,SW,8.0,8.0,29.59,0.0,Cloudy
66,2022-01-02,18,16.0,10.0,79,SW,8.0,8.0,29.6,0.0,Cloudy
67,2022-01-02,19,14.0,10.0,86,SSW,9.0,9.0,29.64,0.0,Cloudy
68,2022-01-02,20,12.0,7.0,79,SW,10.0,10.0,29.66,0.0,Cloudy
69,2022-01-02,21,10.0,3.0,73,SW,13.0,13.0,29.69,0.0,Cloudy
70,2022-01-02,21,9.0,1.0,73,SW,9.0,9.0,29.71,0.0,Light Snow
71,2022-01-02,22,9.0,1.0,73,SW,8.0,8.0,29.71,0.0,Light Snow
72,2022-01-02,22,7.0,1.0,79,SW,6.0,6.0,29.72,0.0,Partly Cloudy
73,2022-01-02,23,7.0,0.0,72,VAR,2.0,2.0,29.74,0.0,Partly Cloudy
76,2022-01-03,0,7.0,-4.0,61,VAR,2.0,2.0,29.75,0.0,Fair
77,2022-01-03,1,1.0,-6.0,72,SW,14.0,14.0,29.79,0.0,Fair
78,2022-01-03,2,0.0,-9.0,66,W,8.0,8.0,29.83,0.0,Fair
79,2022-01-03,3,-2.0,-9.0,71,WSW,9.0,9.0,29.87,0.0,Fair
80,2022-01-03,4,-4.0,-11.0,71,WSW,6.0,6.0,29.88,0.0,Fair
81,2022-01-03,5,-6.0,-13.0,71,W,9.0,9.0,29.91,0.0,Fair
82,2022-01-03,6,-4.0,-11.0,71,WSW,13.0,13.0,29.95,0.0,Fair
83,2022-01-03,7,-4.0,-13.0,65,SW,13.0,13.0,29.97,0.0,Fair
84,2022-01-03,8,-4.0,-13.0,65,SW,7.0,7.0,29.99,0.0,Fair
85,2022-01-03,9,-2.0,-11.0,66,SW,7.0,7.0,30.0,0.0,Fair
86,2022-01-03,10,0.0,-11.0,60,SW,10.0,10.0,30.01,0.0,Fair
87,2022-01-03,11,1.0,-9.0,61,WSW,10.0,10.0,30.0,0.0,Fair
88,2022-01-03,24,3.0,-8.0,61,SW,13.0,13.0,29.99,0.0,Fair
89,2022-01-03,13,5.0,-8.0,56,SW,12.0,12.0,29.99,0.0,Partly Cloudy
90,2022-01-03,14,3.0,-8.0,61,SW,16.0,16.0,29.99,0.0,Partly Cloudy
91,2022-01-03,15,3.0,-8.0,61,WSW,10.0,10.0,29.99,0.0,Fair
92,2022-01-03,16,3.0,-8.0,61,SW,12.0,12.0,30.0,0.0,Fair
93,2022-01-03,17,1.0,-6.0,72,SW,7.0,7.0,30.01,0.0,Fair
94,2022-01-03,18,0.0,-8.0,72,WSW,7.0,7.0,29.99,0.0,Fair
95,2022-01-03,19,0.0,-9.0,66,SW,5.0,5.0,29.99,0.0,Mostly Cloudy
96,2022-01-03,20,-2.0,-9.0,71,W,2.0,2.0,30.01,0.0,Mostly Cloudy
97,2022-01-03,21,-8.0,-11.0,84,CALM,0.0,0.0,30.02,0.0,Partly Cloudy
98,2022-01-03,22,-11.0,-17.0,77,VAR,2.0,2.0,30.01,0.0,Fair
99,2022-01-03,23,-11.0,-17.0,77,CALM,0.0,0.0,29.99,0.0,Fair
102,2022-01-04,0,-11.0,-15.0,84,W,5.0,5.0,29.99,0.0,Fair
103,2022-01-04,1,-11.0,-15.0,84,VAR,2.0,2.0,29.98,0.0,Fair
104,2022-01-04,2,-8.0,-11.0,84,SW,7.0,7.0,30.01,0.0,Fair
105,2022-01-04,3,-2.0,-8.0,78,WSW,16.0,16.0,30.0,0.0,Partly Cloudy
106,2022-01-04,4,-2.0,-6.0,85,SSW,12.0,12.0,30.0,0.0,Partly Cloudy
107,2022-01-04,5,-2.0,-8.0,78,SW,8.0,8.0,30.0,0.0,Showers in the Vicinity
108,2022-01-04,6,-2.0,-8.0,78,SW,7.0,7.0,30.0,0.0,Showers in the Vicinity
109,2022-01-04,6,-2.0,-6.0,85,SW,5.0,5.0,30.0,0.0,Light Snow
110,2022-01-04,7,-2.0,-6.0,85,W,2.0,2.0,29.99,0.0,Light Snow
111,2022-01-04,7,-2.0,-6.0,85,NW,2.0,2.0,29.98,0.0,Light Snow
112,2022-01-04,8,-2.0,-6.0,85,CALM,0.0,0.0,29.98,0.0,Light Snow
113,2022-01-04,9,0.0,-4.0,85,VAR,2.0,2.0,29.98,0.0,Light Snow
114,2022-01-04,9,1.0,-2.0,85,CALM,0.0,0.0,29.98,0.0,Light Snow
115,2022-01-04,10,3.0,-2.0,78,CALM,0.0,0.0,29.98,0.0,Light Snow
116,2022-01-04,10,3.0,0.0,85,CALM,0.0,0.0,29.96,0.0,Light Snow
117,2022-01-04,11,3.0,0.0,85,CALM,0.0,0.0,29.96,0.0,Light Snow
118,2022-01-04,24,5.0,0.0,78,WSW,5.0,5.0,29.91,0.0,Light Snow
119,2022-01-04,24,5.0,0.0,78,WSW,7.0,7.0,29.91,0.0,Light Snow
120,2022-01-04,24,7.0,1.0,79,WSW,5.0,5.0,29.91,0.0,Light Snow
121,2022-01-04,13,7.0,1.0,79,WSW,5.0,5.0,29.91,0.0,Light Snow
122,2022-01-04,13,7.0,1.0,79,WSW,6.0,6.0,29.91,0.0,Light Snow
123,2022-01-04,14,7.0,1.0,79,WSW,6.0,6.0,29.9,0.0,Light Snow
124,2022-01-04,15,9.0,3.0,79,SW,5.0,5.0,29.9,0.0,Light Snow
125,2022-01-04,16,9.0,3.0,79,SW,7.0,7.0,29.91,0.0,Light Snow
126,2022-01-04,17,10.0,5.0,79,CALM,0.0,0.0,29.93,0.0,Light Snow
127,2022-01-04,17,9.0,5.0,85,ENE,2.0,2.0,29.91,0.0,Light Snow
128,2022-01-04,18,10.0,5.0,79,VAR,2.0,2.0,29.92,0.0,Light Snow
129,2022-01-04,19,10.0,5.0,79,CALM,0.0,0.0,29.91,0.0,Light Snow
130,2022-01-04,19,10.0,5.0,79,CALM,0.0,0.0,29.91,0.0,Light Snow
131,2022-01-04,20,10.0,5.0,79,CALM,0.0,0.0,29.91,0.0,Light Snow
132,2022-01-04,21,10.0,7.0,85,CALM,0.0,0.0,29.91,0.0,Light Snow
133,2022-01-04,22,10.0,7.0,85,CALM,0.0,0.0,29.89,0.0,Light Snow
134,2022-01-04,23,12.0,9.0,85,S,2.0,2.0,29.88,0.0,Light Snow
135,2022-01-04,23,12.0,9.0,85,CALM,0.0,0.0,29.86,0.0,Light Snow
138,2022-01-05,0,12.0,9.0,85,CALM,0.0,0.0,29.85,0.0,Light Snow
139,2022-01-05,1,12.0,10.0,92,CALM,0.0,0.0,29.83,0.0,Light Snow
140,2022-01-05,2,14.0,10.0,86,VAR,2.0,2.0,29.82,0.0,Light Snow
141,2022-01-05,3,14.0,12.0,93,NE,3.0,3.0,29.79,0.0,Light Snow
142,2022-01-05,4,16.0,14.0,93,NE,5.0,5.0,29.75,0.0,Cloudy
143,2022-01-05,4,16.0,14.0,93,NE,5.0,5.0,29.72,0.0,Cloudy
144,2022-01-05,5,16.0,14.0,93,ENE,3.0,3.0,29.72,0.0,Cloudy
145,2022-01-05,6,18.0,16.0,93,NE,9.0,9.0,29.67,0.0,Cloudy
146,2022-01-05,6,18.0,18.0,100,NNE,3.0,3.0,29.66,0.0,Mostly Cloudy
147,2022-01-05,6,18.0,18.0,100,NE,6.0,6.0,29.66,0.0,Mostly Cloudy
148,2022-01-05,7,18.0,18.0,100,NE,5.0,5.0,29.66,0.0,Cloudy
149,2022-01-05,8,19.0,18.0,93,NE,6.0,6.0,29.64,0.0,Mist
150,2022-01-05,8,19.0,19.0,100,ENE,10.0,10.0,29.62,0.0,Mist
151,2022-01-05,9,21.0,21.0,100,ENE,8.0,8.0,29.61,0.0,Mist
152,2022-01-05,9,23.0,21.0,93,E,7.0,7.0,29.61,0.0,Mist
153,2022-01-05,10,23.0,21.0,93,E,9.0,9.0,29.59,0.0,Cloudy
154,2022-01-05,11,25.0,21.0,86,ENE,10.0,10.0,29.56,0.0,Cloudy
155,2022-01-05,11,25.0,21.0,86,ENE,13.0,13.0,29.53,0.0,Cloudy
156,2022-01-05,24,25.0,21.0,86,E,10.0,10.0,29.52,0.0,Cloudy
157,2022-01-05,13,25.0,21.0,86,E,10.0,10.0,29.49,0.0,Cloudy
158,2022-01-05,14,25.0,21.0,86,ENE,14.0,14.0,29.47,0.0,Cloudy
159,2022-01-05,16,25.0,19.0,80,ENE,12.0,12.0,29.43,0.0,Cloudy
160,2022-01-05,17,25.0,21.0,86,ENE,9.0,9.0,29.42,0.0,Cloudy
161,2022-01-05,18,25.0,21.0,86,E,8.0,8.0,29.41,0.0,Cloudy
162,2022-01-05,19,23.0,21.0,93,VAR,2.0,2.0,29.41,0.0,Mostly Cloudy
163,2022-01-05,20,25.0,21.0,86,ENE,15.0,15.0,29.39,0.0,Cloudy
164,2022-01-05,21,25.0,21.0,86,ENE,10.0,10.0,29.38,0.0,Cloudy
165,2022-01-05,21,25.0,21.0,86,ENE,12.0,12.0,29.37,0.0,Light Snow
166,2022-01-05,22,25.0,21.0,86,ENE,13.0,13.0,29.36,0.0,Light Snow
167,2022-01-05,22,25.0,21.0,86,ENE,12.0,12.0,29.36,0.0,Light Snow
168,2022-01-05,22,25.0,21.0,86,ENE,15.0,15.0,29.35,0.0,Light Snow
169,2022-01-05,23,25.0,23.0,93,ENE,16.0,16.0,29.35,0.0,Light Snow
172,2022-01-06,0,25.0,23.0,93,ENE,17.0,17.0,29.31,0.0,Light Snow
173,2022-01-06,0,25.0,23.0,93,ENE,14.0,14.0,29.31,0.0,Light Snow
174,2022-01-06,0,25.0,23.0,93,E,15.0,15.0,29.31,0.0,Light Snow
175,2022-01-06,0,25.0,23.0,93,E,13.0,13.0,29.31,0.0,Snow
176,2022-01-06,1,25.0,23.0,93,E,13.0,13.0,29.31,0.0,Snow
177,2022-01-06,1,25.0,23.0,93,E,8.0,8.0,29.3,0.0,Light Snow
178,2022-01-06,1,25.0,23.0,93,E,9.0,9.0,29.3,0.0,Light Snow
179,2022-01-06,2,25.0,23.0,93,E,7.0,7.0,29.31,0.0,Light Snow
180,2022-01-06,2,25.0,23.0,93,ENE,9.0,9.0,29.32,0.0,Light Snow
181,2022-01-06,2,25.0,23.0,93,ENE,15.0,15.0,29.3,0.0,Light Snow
182,2022-01-06,2,25.0,23.0,93,ENE,13.0,13.0,29.31,0.0,Light Snow
183,2022-01-06,3,25.0,23.0,93,ENE,17.0,17.0,29.3,0.0,Light Snow
184,2022-01-06,4,25.0,21.0,86,E,10.0,10.0,29.3,0.0,Light Snow
185,2022-01-06,5,25.0,21.0,86,E,12.0,12.0,29.3,0.0,Light Snow
186,2022-01-06,5,23.0,21.0,93,ENE,15.0,15.0,29.29,0.0,Light Snow
187,2022-01-06,6,23.0,21.0,93,E,12.0,12.0,29.29,0.0,Light Snow
188,2022-01-06,6,23.0,21.0,93,E,13.0,13.0,29.29,0.0,Light Snow
189,2022-01-06,6,23.0,21.0,93,E,6.0,6.0,29.29,0.0,Light Snow
190,2022-01-06,7,23.0,21.0,93,SE,6.0,6.0,29.31,0.0,Light Snow
191,2022-01-06,7,23.0,21.0,93,E,7.0,7.0,29.31,0.0,Light Snow
192,2022-01-06,7,23.0,21.0,93,E,5.0,5.0,29.31,0.0,Light Snow
193,2022-01-06,7,23.0,21.0,93,ESE,6.0,6.0,29.32,0.0,Light Snow
194,2022-01-06,7,23.0,21.0,93,ESE,8.0,8.0,29.32,0.0,Light Snow
195,2022-01-06,8,23.0,21.0,93,E,10.0,10.0,29.32,0.0,Light Snow
196,2022-01-06,8,23.0,21.0,93,E,7.0,7.0,29.33,0.0,Light Snow
197,2022-01-06,8,23.0,21.0,93,E,6.0,6.0,29.33,0.0,Light Snow
200,2022-01-07,9,19.0,14.0,83,ENE,14.0,14.0,29.61,0.0,Light Snow
201,2022-01-07,10,19.0,14.0,81,ENE,12.0,12.0,29.61,0.0,Showers in the Vicinity
202,2022-01-07,10,19.0,14.0,79,ENE,13.0,13.0,29.59,0.0,Showers in the Vicinity
203,2022-01-07,11,19.0,14.0,79,E,12.0,12.0,29.59,0.0,Showers in the Vicinity
204,2022-01-07,24,19.0,14.0,81,ENE,14.0,14.0,29.56,0.0,Light Snow Shower
205,2022-01-07,24,19.0,15.0,83,ENE,9.0,9.0,29.54,0.0,Light Snow
206,2022-01-07,13,19.0,15.0,86,ENE,10.0,10.0,29.54,0.0,Light Snow
207,2022-01-07,14,19.0,15.0,86,ENE,10.0,10.0,29.54,0.0,Mist
208,2022-01-07,14,19.0,15.0,86,ENE,8.0,8.0,29.54,0.0,Mist
209,2022-01-07,15,19.0,15.0,87,ENE,7.0,7.0,29.54,0.0,Light Snow
210,2022-01-07,16,18.0,15.0,86,ENE,5.0,5.0,29.56,0.0,Mist
211,2022-01-07,16,18.0,15.0,87,E,2.0,2.0,29.56,0.0,Mist
212,2022-01-07,17,16.0,14.0,90,,1.0,1.0,29.57,0.0,Light Snow
213,2022-01-07,18,17.0,15.0,91,W,2.0,2.0,29.59,0.0,Light Snow
214,2022-01-07,18,17.0,15.0,91,SW,3.0,3.0,29.59,0.0,Light Snow
215,2022-01-07,18,17.0,15.0,91,SW,6.0,6.0,29.59,0.0,Showers in the Vicinity
216,2022-01-07,19,18.0,15.0,88,SW,7.0,7.0,29.59,0.0,Partly Cloudy
217,2022-01-07,20,15.0,11.0,82,SW,9.0,9.0,29.61,0.0,Partly Cloudy
218,2022-01-07,21,13.0,8.0,82,SW,10.0,10.0,29.62,0.0,Mostly Cloudy
219,2022-01-07,22,10.0,6.0,81,WSW,6.0,6.0,29.65,0.0,Mostly Cloudy
220,2022-01-07,23,13.0,5.0,70,NNW,3.0,3.0,29.69,0.0,Partly Cloudy
223,2022-01-08,0,11.0,3.0,68,W,3.0,3.0,29.73,0.0,Partly Cloudy
224,2022-01-08,1,12.0,2.0,64,WNW,7.0,7.0,29.77,0.0,Mostly Cloudy
225,2022-01-08,2,6.0,-2.0,72,WSW,15.0,15.0,29.84,0.0,Partly Cloudy
226,2022-01-08,3,3.0,-3.0,74,WSW,20.0,20.0,29.9,0.0,Partly Cloudy
227,2022-01-08,4,1.0,-4.0,78,WSW,17.0,17.0,29.94,0.0,Fair
228,2022-01-08,5,1.0,-4.0,78,WSW,17.0,17.0,29.98,0.0,Fair
229,2022-01-08,6,0.0,-6.0,78,WSW,18.0,18.0,30.03,0.0,Fair
230,2022-01-08,7,-2.0,-9.0,71,WSW,18.0,18.0,30.08,0.0,Fair
231,2022-01-08,8,-2.0,-9.0,71,WSW,16.0,16.0,30.11,0.0,Fair
232,2022-01-08,9,-2.0,-11.0,66,WSW,16.0,16.0,30.16,0.0,Fair
233,2022-01-08,10,0.0,-9.0,66,SW,14.0,14.0,30.19,0.0,Fair
234,2022-01-08,11,1.0,-8.0,66,SW,15.0,15.0,30.22,0.0,Fair
235,2022-01-08,24,3.0,-8.0,61,WSW,16.0,16.0,30.24,0.0,Fair
236,2022-01-08,13,5.0,-6.0,61,WSW,14.0,14.0,30.26,0.0,Fair
237,2022-01-08,14,5.0,-6.0,61,SW,12.0,12.0,30.25,0.0,Partly Cloudy
238,2022-01-08,15,5.0,-6.0,61,WSW,10.0,10.0,30.25,0.0,Partly Cloudy
239,2022-01-08,16,3.0,-6.0,66,WSW,13.0,13.0,30.27,0.0,Partly Cloudy
240,2022-01-08,17,3.0,-6.0,66,WSW,8.0,8.0,30.26,0.0,Partly Cloudy
241,2022-01-08,18,1.0,-6.0,72,WSW,9.0,9.0,30.27,0.0,Mostly Cloudy
242,2022-01-08,19,3.0,-6.0,66,W,5.0,5.0,30.26,0.0,Cloudy
243,2022-01-08,20,3.0,-6.0,66,W,3.0,3.0,30.23,0.0,Cloudy
244,2022-01-08,21,5.0,-4.0,66,NE,2.0,2.0,30.19,0.0,Cloudy
245,2022-01-08,22,5.0,-4.0,66,N,2.0,2.0,30.16,0.0,Cloudy
246,2022-01-08,23,5.0,-4.0,66,N,3.0,3.0,30.14,0.0,Cloudy
249,2022-01-09,0,7.0,-2.0,67,ENE,5.0,5.0,30.1,0.0,Cloudy
250,2022-01-09,1,7.0,-2.0,67,ENE,6.0,6.0,30.04,0.0,Cloudy
251,2022-01-09,2,7.0,0.0,72,NE,7.0,7.0,30.0,0.0,Cloudy
252,2022-01-09,3,9.0,0.0,67,N,6.0,6.0,29.97,0.0,Cloudy
253,2022-01-09,4,9.0,0.0,67,N,5.0,5.0,29.9,0.0,Cloudy
254,2022-01-09,5,10.0,1.0,67,N,6.0,6.0,29.85,0.0,Cloudy
255,2022-01-09,6,12.0,3.0,67,N,5.0,5.0,29.82,0.0,Cloudy
256,2022-01-09,7,14.0,3.0,62,N,5.0,5.0,29.75,0.0,Mostly Cloudy
257,2022-01-09,8,14.0,5.0,67,NNE,5.0,5.0,29.7,0.0,Mostly Cloudy
258,2022-01-09,8,14.0,5.0,67,N,5.0,5.0,29.68,0.0,Light Snow
259,2022-01-09,9,14.0,7.0,73,N,3.0,3.0,29.66,0.0,Showers in the Vicinity
260,2022-01-09,9,14.0,7.0,73,NE,3.0,3.0,29.64,0.0,Cloudy
261,2022-01-09,10,16.0,9.0,73,NNE,3.0,3.0,29.62,0.0,Cloudy
262,2022-01-09,10,16.0,12.0,86,ENE,3.0,3.0,29.58,0.0,Light Snow
263,2022-01-09,10,16.0,12.0,86,VAR,2.0,2.0,29.57,0.0,Light Snow
264,2022-01-09,11,16.0,12.0,86,NNE,3.0,3.0,29.56,0.0,Light Snow
265,2022-01-09,11,18.0,14.0,86,ENE,3.0,3.0,29.53,0.0,Light Snow Grains
266,2022-01-09,24,18.0,14.0,86,NE,2.0,2.0,29.5,0.0,Light Snow Grains
267,2022-01-09,24,19.0,16.0,86,VAR,2.0,2.0,29.48,0.0,Light Snow
268,2022-01-09,24,19.0,16.0,86,ENE,3.0,3.0,29.45,0.0,Light Snow
269,2022-01-09,13,19.0,16.0,86,ENE,3.0,3.0,29.44,0.0,Light Snow
270,2022-01-09,13,19.0,18.0,93,ENE,3.0,3.0,29.43,0.0,Light Snow
271,2022-01-09,13,19.0,18.0,93,ENE,3.0,3.0,29.42,0.0,Light Snow
272,2022-01-09,13,19.0,16.0,86,ESE,2.0,2.0,29.41,0.0,Light Snow
273,2022-01-09,14,19.0,18.0,93,CALM,0.0,0.0,29.39,0.0,Light Snow
274,2022-01-09,14,21.0,18.0,86,VAR,3.0,3.0,29.38,0.0,Light Snow
275,2022-01-09,14,21.0,19.0,93,VAR,2.0,2.0,29.37,0.0,Light Snow
276,2022-01-09,15,21.0,19.0,93,ENE,2.0,2.0,29.36,0.0,Light Snow
277,2022-01-09,15,21.0,19.0,93,VAR,2.0,2.0,29.33,0.0,Light Snow Shower
278,2022-01-09,16,21.0,19.0,93,VAR,2.0,2.0,29.33,0.0,Light Snow
279,2022-01-09,16,21.0,19.0,93,SW,2.0,2.0,29.32,0.0,Light Snow
280,2022-01-09,17,21.0,19.0,93,SSW,3.0,3.0,29.31,0.0,Light Snow
281,2022-01-09,17,23.0,21.0,93,SW,6.0,6.0,29.31,0.0,Light Snow
282,2022-01-09,18,23.0,21.0,93,SW,8.0,8.0,29.3,0.0,Light Snow
283,2022-01-09,18,25.0,23.0,93,WSW,13.0,13.0,29.3,0.0,Light Snow
284,2022-01-09,19,27.0,25.0,93,WSW,14.0,14.0,29.3,0.0,Light Snow
285,2022-01-09,19,27.0,25.0,93,W,17.0,17.0,29.31,0.0,Light Snow
286,2022-01-09,20,25.0,25.0,100,WSW,16.0,16.0,29.31,0.0,Light Snow
287,2022-01-09,20,25.0,25.0,100,W,17.0,17.0,29.31,0.0,Light Snow
288,2022-01-09,21,25.0,23.0,93,WSW,15.0,15.0,29.31,0.0,Mostly Cloudy
289,2022-01-09,22,25.0,23.0,93,WSW,13.0,13.0,29.34,0.0,Partly Cloudy
290,2022-01-09,23,25.0,21.0,86,W,20.0,20.0,29.36,0.0,Showers in the Vicinity
291,2022-01-09,23,25.0,21.0,86,W,20.0,20.0,29.37,0.0,Light Snow Shower
292,2022-01-09,23,25.0,21.0,86,W,21.0,21.0,29.37,0.0,Light Snow Shower / Windy
293,2022-01-09,23,23.0,14.0,68,WNW,16.0,16.0,29.41,0.0,Mostly Cloudy
296,2022-01-10,0,21.0,10.0,63,W,16.0,16.0,29.42,0.0,Mostly Cloudy
297,2022-01-10,1,19.0,9.0,63,W,10.0,10.0,29.47,0.0,Mostly Cloudy
298,2022-01-10,2,16.0,3.0,58,WNW,13.0,13.0,29.54,0.0,Mostly Cloudy
299,2022-01-10,3,12.0,0.0,57,W,10.0,10.0,29.58,0.0,Fair
300,2022-01-10,4,9.0,1.0,73,W,9.0,9.0,29.63,0.0,Mostly Cloudy
301,2022-01-10,5,5.0,-6.0,61,SW,10.0,10.0,29.66,0.0,Fair
302,2022-01-10,6,3.0,-8.0,61,WSW,13.0,13.0,29.7,0.0,Fair
303,2022-01-10,7,1.0,-9.0,61,WNW,7.0,7.0,29.69,0.0,Fair
304,2022-01-10,8,0.0,-11.0,60,W,7.0,7.0,29.7,0.0,Fair
305,2022-01-10,9,1.0,-9.0,61,WSW,12.0,12.0,29.71,0.0,Fair
306,2022-01-10,10,3.0,-8.0,61,W,12.0,12.0,29.72,0.0,Fair
307,2022-01-10,11,5.0,-8.0,56,W,13.0,13.0,29.7,0.0,Fair
308,2022-01-10,24,7.0,-9.0,48,W,12.0,12.0,29.67,0.0,Fair
309,2022-01-10,13,5.0,-9.0,52,W,12.0,12.0,29.66,0.0,Partly Cloudy
310,2022-01-10,14,5.0,-8.0,56,W,15.0,15.0,29.68,0.0,Showers in the Vicinity
311,2022-01-10,15,5.0,-9.0,52,W,7.0,7.0,29.69,0.0,Mostly Cloudy
312,2022-01-10,16,3.0,-11.0,51,W,7.0,7.0,29.71,0.0,Fair
313,2022-01-10,17,1.0,-11.0,56,W,5.0,5.0,29.73,0.0,Fair
314,2022-01-10,18,1.0,-9.0,61,NW,7.0,7.0,29.75,0.0,Fair
